날짜	요일	가맹점명	지점코드	운영시간	총매출	카드매출	현금매출	배달매출	할인금액	순매출	총고객수	객단가	신규회원	재방문율(%)	피크타임고객수	아메리카노	카페라떼	바닐라라떼	카라멜마끼아또	콜드브루	논커피음료	디저트	MD상품	신메뉴	오전매출(7-12)	점심매출(12-14)	오후매출(14-18)	저녁매출(18-22)	원두재고(kg)	우유재고(박스)	시럽재고(병)	컵재고(개)	날씨	기온	근무인원	폐기량(잔)	특이사항
2025-09-30	화	판교테크노밸리점	C001	14	1231870	1057937	173933	302546	40701	1191169	198	6221	5	51	67	113	49	27	18	22	22	24	4	13	344923	307967	394198	184782	5.6	8	10	463	흐림	0	3	2	인근 행사로 유동인구 증가
2025-10-01	수	판교테크노밸리점	C001	14	1454118	1339421	114697	273820	58246	1395872	234	6214	5	50	78	134	59	32	21	26	26	29	5	12	407153	363529	465317	218119	8	5	9	248	맑음	7	4	3	
2025-10-02	목	판교테크노밸리점	C001	15	1105034	1040306	64728	255349	35521	1069513	178	6208	18	42	54	102	44	24	16	20	20	11	4	10	309409	276258	353610	165757	4.9	3	8	403	눈	-2	3	2	
2025-10-03	금	판교테크노밸리점	C001	13	1884808	1781318	103490	402949	68432	1816376	304	6200	5	47	98	174	76	41	27	34	34	24	3	6	527746	471202	603138	282722	9	15	7	450	맑음	7	4	6	1+1 이벤트 진행
2025-10-04	토	판교테크노밸리점	C001	11	394442	350551	43891	70843	9411	385031	63	6260	18	48	20	36	15	8	5	7	7	29	5	13	78888	98610	126221	90723	7.9	14	6	393	맑음	3	3	2	
2025-10-05	일	판교테크노밸리점	C001	12	404707	379348	25359	92885	16258	388449	65	6226	9	53	20	37	16	8	5	7	7	27	1	3	80941	101176	129506	93084	6.8	13	5	334	흐림	2	3	2	1+1 이벤트 진행
2025-10-06	월	판교테크노밸리점	C001	13	1164262	1007561	156701	290013	45784	1118478	187	6226	11	48	46	107	47	25	17	21	21	15	5	8	325993	291065	372563	174641	3.6	11	4	162	흐림	2	3	7	배달앱 프로모션 진행
2025-10-07	화	판교테크노밸리점	C001	15	1461479	1280466	181013	242665	64001	1397478	235	6219	15	51	62	135	59	32	21	27	27	29	0	6	409214	365369	467673	219223	12	8	3	558	맑음	3	5	4	
2025-10-08	수	판교테크노밸리점	C001	14	1452604	1352364	100240	298529	41885	1410719	234	6207	19	48	78	134	59	32	21	26	26	29	3	7	406729	363151	464833	217891	8	5	10	343	흐림	2	4	7	
2025-10-09	목	판교테크노밸리점	C001	12	1775272	1649248	126024	366065	87260	1688012	286	6207	13	53	72	164	72	39	26	32	32	17	5	4	497076	443818	568087	266291	3.1	12	9	570	맑음	7	5	7	직원 교육 진행
2025-10-10	금	판교테크노밸리점	C001	14	1122973	1005155	117818	172864	51888	1071085	181	6204	15	44	45	104	45	24	16	20	20	35	4	11	314432	280743	359351	168447	10	10	8	404	눈	-2	4	2	
2025-10-11	토	판교테크노밸리점	C001	14	344134	325776	18358	60511	15630	328504	55	6256	9	49	15	31	13	7	5	6	6	30	2	12	68826	86033	110122	79153	9.1	9	7	354	비	4	4	2	
2025-10-12	일	판교테크노밸리점	C001	14	318587	284815	33772	78426	9307	309280	51	6246	6	51	13	29	12	6	4	5	5	21	0	9	63717	79646	101947	73277	8.2	8	6	308	비	4	2	5	단체 주문 발생
2025-10-13	월	판교테크노밸리점	C001	15	972938	896739	76199	194737	39819	933119	156	6236	6	42	47	89	39	21	14	17	17	22	0	6	272422	243234	311340	145942	5.5	6	5	165	눈	-2	3	5	
2025-10-14	화	판교테크노밸리점	C001	15	904054	774357	129697	160210	27837	876217	145	6234	15	40	50	83	36	19	13	16	16	15	2	13	253135	226013	289297	135609	3	4	4	435	눈	-2	5	3	
2025-10-15	수	판교테크노밸리점	C001	14	1592478	1367161	225317	320393	37370	1555108	256	6220	9	55	75	147	64	35	23	29	29	23	3	8	445893	398119	509592	238874	9	11	3	200	맑음	5	5	7	SNS 바이럴 효과
2025-10-16	목	판교테크노밸리점	C001	14	1542563	1351193	191370	376157	64103	1478460	248	6220	20	48	86	142	62	34	22	28	28	26	3	7	431917	385640	493620	231386	4.7	8	11	491	맑음	5	4	2	인플루언서 방문
2025-10-17	금	판교테크노밸리점	C001	15	1958698	1666501	292197	424420	56941	1901757	315	6218	15	53	101	181	79	43	28	36	36	15	0	13	548435	489674	626783	293806	9	5	10	202	맑음	7	5	6	
2025-10-18	토	판교테크노밸리점	C001	10	426428	385034	41394	77720	18417	408011	68	6271	14	43	18	39	17	9	6	7	7	21	2	7	85285	106607	136456	98080	7.8	4	9	415	맑음	3	3	8	배달앱 프로모션 진행
2025-10-19	일	판교테크노밸리점	C001	10	286039	270684	15355	71434	8141	277898	46	6218	11	55	13	26	11	6	4	5	5	35	1	13	57207	71509	91532	65791	7	3	8	374	눈	-2	4	2	단체 주문 발생
2025-10-20	월	판교테크노밸리점	C001	15	1378618	1261743	116875	287791	46367	1332251	222	6209	14	55	75	127	56	30	20	25	25	13	0	4	386013	344654	441157	206794	3.2	12	7	170	맑음	3	3	7	
2025-10-21	화	판교테크노밸리점	C001	14	1199805	1025479	174326	180505	31792	1168013	193	6216	19	46	60	110	48	26	17	22	22	10	2	15	335945	299951	383937	179972	11	10	6	474	흐림	0	5	2	
2025-10-22	수	판교테크노밸리점	C001	12	1189240	1025419	163821	241747	25723	1163517	191	6226	18	45	52	109	48	26	17	21	21	11	3	10	332987	297310	380556	178387	7.7	8	5	299	비	4	3	7	신메뉴 출시 첫날
2025-10-23	목	판교테크노밸리점	C001	14	1002645	942173	60472	154886	41615	961030	161	6227	9	48	50	92	40	22	14	18	18	25	1	6	280740	250661	320846	150398	4.9	6	4	151	눈	-2	5	5	SNS 바이럴 효과
2025-10-24	금	판교테크노밸리점	C001	12	1444438	1359028	85410	228730	44875	1399563	232	6226	14	40	60	133	58	31	21	26	26	12	4	6	404442	361109	462220	216667	11	3	3	584	맑음	3	5	3	인근 공사로 유동인구 감소
2025-10-25	토	판교테크노밸리점	C001	14	295220	269215	26005	55326	9525	285695	47	6281	16	43	14	27	11	6	4	5	5	28	0	3	59044	73805	94470	67901	10.2	10	12	541	비	4	2	5	인근 공사로 유동인구 감소
2025-10-26	일	판교테크노밸리점	C001	10	455172	411938	43234	75160	13224	441948	73	6235	19	49	20	41	18	9	6	8	8	13	5	4	91034	113793	145655	104690	9	9	11	475	맑음	7	2	8	
2025-10-27	월	판교테크노밸리점	C001	12	926133	866801	59332	200880	46001	880132	149	6215	5	53	43	85	37	20	13	17	17	13	3	15	259317	231533	296362	138921	6.4	7	10	339	눈	-2	4	8	1+1 이벤트 진행
2025-10-28	화	판교테크노밸리점	C001	12	1027160	888593	138567	190920	29018	998142	165	6225	17	51	47	94	41	22	15	18	18	13	2	4	287604	256790	328691	154075	3.6	5	9	188	비	4	3	3	인근 공사로 유동인구 감소
2025-10-29	수	판교테크노밸리점	C001	14	1659812	1431412	228400	362149	55455	1604357	267	6216	6	54	84	153	67	36	24	30	30	32	2	13	464747	414953	531139	248973	8	11	8	456	맑음	5	4	4	
2025-10-30	목	판교테크노밸리점	C001	14	1665725	1419001	246724	390896	60952	1604773	268	6215	16	52	80	154	67	36	24	30	30	19	2	14	466403	416431	533032	249859	3.4	8	7	210	맑음	5	4	3	
2025-10-31	금	판교테크노밸리점	C001	15	1093632	934420	159212	260325	29213	1064419	176	6213	18	46	60	101	44	24	16	20	20	30	1	6	306216	273408	349962	164046	9	6	6	459	눈	-2	4	5	
2025-11-01	토	판교테크노밸리점	C001	11	485495	444699	40796	83917	23187	462308	78	6224	20	53	26	44	19	10	7	8	8	14	1	12	97099	121373	155358	111665	7.7	5	5	388	맑음	5	3	6	배달앱 프로모션 진행
2025-11-02	일	판교테크노밸리점	C001	12	415229	367845	47384	79886	18282	396947	66	6291	17	53	18	37	16	9	6	7	7	20	5	13	83045	103807	132873	95504	6.6	4	4	328	흐림	0	3	4	인근 행사로 유동인구 증가
2025-11-03	월	판교테크노밸리점	C001	14	1301554	1139933	161621	281877	51718	1249836	209	6227	10	41	72	120	52	28	19	24	24	12	2	13	364435	325388	416497	195234	3	10	3	547	맑음	5	4	6	1+1 이벤트 진행
2025-11-04	화	판교테크노밸리점	C001	14	1381812	1233929	147883	320644	32966	1348846	222	6224	17	42	69	127	56	30	20	25	25	19	3	5	386907	345453	442179	207273	9	7	9	343	흐림	2	4	6	인플루언서 방문
2025-11-05	수	판교테크노밸리점	C001	12	1403736	1197279	206457	242765	53530	1350206	226	6211	12	46	67	129	56	31	20	25	25	11	0	10	393046	350934	449195	210561	5.1	4	8	530	흐림	0	4	5	SNS 바이럴 효과
2025-11-06	목	판교테크노밸리점	C001	13	1133737	1061026	72711	194367	48176	1085561	182	6229	5	55	45	104	45	25	16	20	20	18	0	13	317446	283434	362795	170062	9	13	7	363	눈	-2	3	8	
2025-11-07	금	판교테크노밸리점	C001	14	1406609	1291339	115270	327512	42498	1364111	226	6223	15	55	69	129	56	31	20	25	25	27	1	8	393850	351652	450114	210993	5.1	10	6	156	흐림	2	4	4	배달앱 프로모션 진행
2025-11-08	토	판교테크노밸리점	C001	13	356445	337064	19381	86318	7630	348815	57	6253	11	45	19	32	14	7	5	6	6	15	1	7	71289	89111	114062	81983	4.1	9	5	579	흐림	0	4	7	인근 행사로 유동인구 증가
2025-11-09	일	판교테크노밸리점	C001	12	371306	317077	54229	62589	13920	357386	59	6293	20	46	19	33	14	8	5	6	6	27	2	4	74261	92826	118817	85402	3.1	8	4	526	흐림	2	4	7	
2025-11-10	월	판교테크노밸리점	C001	14	934796	805411	129385	169841	33244	901552	150	6231	8	48	47	86	37	20	13	17	17	32	0	6	261742	233699	299134	140221	9	6	3	389	비	4	4	5	
2025-11-11	화	판교테크노밸리점	C001	15	1742890	1528552	214338	409813	35541	1707349	281	6202	8	44	80	161	71	38	25	32	32	18	5	4	488009	435722	557724	261435	4.2	3	10	414	맑음	7	3	2	단체 주문 발생
2025-11-12	수	판교테크노밸리점	C001	14	1590030	1403826	186204	332319	34938	1555092	256	6211	8	42	80	147	64	35	23	29	29	31	4	8	445208	397507	508809	238506	9	14	9	179	맑음	5	3	5	에어컨 고장 수리
2025-11-13	목	판교테크노밸리점	C001	13	989116	915418	73698	243341	21932	967184	159	6220	13	42	52	91	40	21	14	18	18	29	3	15	276952	247279	316517	148368	6.3	12	8	534	눈	-2	5	7	
2025-11-14	금	판교테크노밸리점	C001	12	1327604	1165497	162107	298858	60444	1267160	214	6203	19	55	65	123	54	29	19	24	24	22	0	10	371729	331901	424833	199141	10	9	7	338	흐림	0	5	6	
2025-11-15	토	판교테크노밸리점	C001	14	363909	345341	18568	87172	11699	352210	58	6274	9	49	19	33	14	7	5	6	6	25	0	5	72781	90977	116450	83701	9	8	6	286	비	4	2	8	인근 공사로 유동인구 감소
2025-11-16	일	판교테크노밸리점	C001	14	375975	341501	34474	57488	16469	359506	60	6266	16	49	18	34	15	8	5	6	6	33	0	13	75195	93993	120312	86475	8	7	5	231	흐림	2	2	8	
2025-11-17	월	판교테크노밸리점	C001	14	1026365	956158	70207	195170	36094	990271	165	6220	18	51	46	94	41	22	15	18	18	32	1	7	287382	256591	328436	153956	5.2	5	4	540	비	4	3	2	
2025-11-18	화	판교테크노밸리점	C001	13	1383176	1196827	186349	288288	50922	1332254	223	6202	11	54	70	128	56	30	20	25	25	21	0	11	387289	345794	442616	207477	12	11	3	336	흐림	2	4	6	
2025-11-19	수	판교테크노밸리점	C001	15	1367927	1297319	70608	278022	51439	1316488	220	6217	7	41	56	126	55	30	20	25	25	25	5	15	383019	341981	437736	205191	8.2	8	9	555	흐림	0	3	4	
2025-11-20	목	판교테크노밸리점	C001	13	1620044	1441332	178712	400992	68968	1551076	261	6207	17	50	80	150	66	36	24	30	30	22	4	4	453612	405011	518414	243007	3.7	5	8	315	맑음	5	5	7	1+1 이벤트 진행
2025-11-21	금	판교테크노밸리점	C001	15	1228005	1123950	104055	306120	42265	1185740	198	6202	14	48	64	113	49	27	18	22	22	27	4	11	343841	307001	392961	184202	8	3	7	580	비	4	3	8	에어컨 고장 수리
2025-11-22	토	판교테크노밸리점	C001	13	473686	428885	44801	108914	11704	461982	76	6232	10	49	19	43	19	10	6	8	8	32	2	5	94737	118421	151579	108949	6.7	13	6	511	흐림	2	3	4	단체 주문 발생
2025-11-23	일	판교테크노밸리점	C001	12	302384	286376	16008	73203	14111	288273	48	6299	18	50	16	27	12	6	4	5	5	16	1	11	60476	75596	96762	69550	5.9	12	5	467	눈	-2	4	4	에어컨 고장 수리
2025-11-24	월	판교테크노밸리점	C001	12	1406578	1272636	133942	302541	66378	1340200	226	6223	7	52	58	129	56	31	20	25	25	10	5	14	393841	351644	450104	210989	12	9	4	260	맑음	5	3	6	
2025-11-25	화	판교테크노밸리점	C001	15	1338827	1183791	155036	326268	30263	1308564	215	6227	19	45	69	123	54	29	19	24	24	18	4	7	374871	334706	428424	200826	8.3	6	3	427	흐림	2	4	7	
2025-11-26	수	판교테크노밸리점	C001	13	1771918	1522320	249598	425169	83509	1688409	285	6217	7	51	86	163	71	39	26	32	32	35	3	6	496137	442979	567013	265789	3.4	3	12	166	맑음	5	3	3	배달앱 프로모션 진행
2025-11-27	목	판교테크노밸리점	C001	13	1644981	1502414	142567	341540	65043	1579938	265	6207	9	54	86	152	66	36	24	30	30	23	1	12	460594	411245	526393	246749	10	14	11	518	맑음	3	4	5	
2025-11-28	금	판교테크노밸리점	C001	13	1650376	1457223	193153	368908	69171	1581205	266	6204	19	44	80	152	67	36	24	30	30	33	0	8	462105	412594	528120	247557	5.4	11	10	274	맑음	7	4	4	SNS 바이럴 효과
2025-11-29	토	판교테크노밸리점	C001	14	303232	265432	37800	63272	14212	289020	48	6317	20	47	13	27	12	6	4	5	5	34	4	7	60646	75808	97034	69744	4.6	10	9	230	비	4	3	7	단체 주문 발생
2025-11-30	일	판교테크노밸리점	C001	14	355593	335041	20552	73136	14481	341112	57	6238	17	45	16	32	14	7	5	6	6	19	0	11	71118	88898	113789	81788	3.6	9	8	178	비	4	3	4	
2025-12-01	월	판교테크노밸리점	C001	15	1444054	1318952	125102	260170	60617	1383437	232	6224	9	47	72	133	58	31	21	26	26	13	3	4	404335	361013	462097	216609	9	6	7	451	맑음	5	3	3	배달앱 프로모션 진행
